timestamp,item_id,store_id,demand,price
2017-10-01,item_001,store_001,305.824943,103.0
2017-11-01,item_001,store_001,276.9429397,110.7954801
2017-12-01,item_001,store_001,277.6081895,110.7954801
2018-01-01,item_001,store_001,275.94062189999994,110.7954801
2018-02-01,item_001,store_001,272.3870602,110.7954801
2018-03-01,item_001,store_001,267.89967839999997,110.7954801
2018-04-01,item_001,store_001,281.3366764,106.1101399
2018-05-01,item_001,store_001,278.32805030000003,106.1101399
2018-06-01,item_001,store_001,277.61825600000003,106.1101399
2018-07-01,item_001,store_001,279.39748230000004,106.1101399
2018-08-01,item_001,store_001,283.188987,106.1101399
2018-09-01,item_001,store_001,287.97683939999996,106.1101399
2018-10-01,item_001,store_001,237.08591780000003,122.053055
2018-11-01,item_001,store_001,239.5247424,122.053055
2018-12-01,item_001,store_001,240.10010930000004,122.053055
2019-01-01,item_001,store_001,238.6578494,122.053055
2019-02-01,item_001,store_001,420.2716985,82.97735656
2019-03-01,item_001,store_001,350.8235979,92.56446737
2019-04-01,item_001,store_001,345.2989229,92.56446737
2019-05-01,item_001,store_001,314.55109369999997,97.79892302
2019-06-01,item_001,store_001,313.7489231,97.79892302
2019-07-01,item_001,store_001,315.75970710000007,97.79892302
2019-08-01,item_001,store_001,320.0446577,97.79892302
2019-09-01,item_001,store_001,325.4556259,97.79892302
2017-10-01,item_001,store_002,305.824943,103.0
2017-11-01,item_001,store_002,276.9429397,110.7954801
2017-12-01,item_001,store_002,277.6081895,110.7954801
2018-01-01,item_001,store_002,275.94062189999994,110.7954801
2018-02-01,item_001,store_002,272.3870602,110.7954801
2018-03-01,item_001,store_002,267.89967839999997,110.7954801
2018-04-01,item_001,store_002,281.3366764,106.1101399
2018-05-01,item_001,store_002,278.32805030000003,106.1101399
2018-06-01,item_001,store_002,277.61825600000003,106.1101399
2018-07-01,item_001,store_002,279.39748230000004,106.1101399
2018-08-01,item_001,store_002,283.188987,106.1101399
2018-09-01,item_001,store_002,287.97683939999996,106.1101399
2018-10-01,item_001,store_002,237.08591780000003,122.053055
2018-11-01,item_001,store_002,239.5247424,122.053055
2018-12-01,item_001,store_002,240.10010930000004,122.053055
2019-01-01,item_001,store_002,238.6578494,122.053055
2019-02-01,item_001,store_002,420.2716985,82.97735656
2019-03-01,item_001,store_002,350.8235979,92.56446737
2019-04-01,item_001,store_002,345.2989229,92.56446737
2019-05-01,item_001,store_002,314.55109369999997,97.79892302
2019-06-01,item_001,store_002,313.7489231,97.79892302
2019-07-01,item_001,store_002,315.75970710000007,97.79892302
2019-08-01,item_001,store_002,320.0446577,97.79892302
2019-09-01,item_001,store_002,325.4556259,97.79892302
2017-10-01,item_001,store_003,305.824943,103.0
2017-11-01,item_001,store_003,276.9429397,110.7954801
2017-12-01,item_001,store_003,277.6081895,110.7954801
2018-01-01,item_001,store_003,275.94062189999994,110.7954801
2018-02-01,item_001,store_003,272.3870602,110.7954801
2018-03-01,item_001,store_003,267.89967839999997,110.7954801
2018-04-01,item_001,store_003,281.3366764,106.1101399
2018-05-01,item_001,store_003,278.32805030000003,106.1101399
2018-06-01,item_001,store_003,277.61825600000003,106.1101399
2018-07-01,item_001,store_003,279.39748230000004,106.1101399
2018-08-01,item_001,store_003,283.188987,106.1101399
2018-09-01,item_001,store_003,287.97683939999996,106.1101399
2018-10-01,item_001,store_003,237.08591780000003,122.053055
2018-11-01,item_001,store_003,239.5247424,122.053055
2018-12-01,item_001,store_003,240.10010930000004,122.053055
2019-01-01,item_001,store_003,238.6578494,122.053055
2019-02-01,item_001,store_003,420.2716985,82.97735656
2019-03-01,item_001,store_003,350.8235979,92.56446737
2019-04-01,item_001,store_003,345.2989229,92.56446737
2019-05-01,item_001,store_003,314.55109369999997,97.79892302
2019-06-01,item_001,store_003,313.7489231,97.79892302
2019-07-01,item_001,store_003,315.75970710000007,97.79892302
2019-08-01,item_001,store_003,320.0446577,97.79892302
2019-09-01,item_001,store_003,325.4556259,97.79892302
2017-10-01,item_001,store_004,305.824943,103.0
2017-11-01,item_001,store_004,276.9429397,110.7954801
2017-12-01,item_001,store_004,277.6081895,110.7954801
2018-01-01,item_001,store_004,275.94062189999994,110.7954801
2018-02-01,item_001,store_004,272.3870602,110.7954801
2018-03-01,item_001,store_004,267.89967839999997,110.7954801
2018-04-01,item_001,store_004,281.3366764,106.1101399
2018-05-01,item_001,store_004,278.32805030000003,106.1101399
